id,plant_id,variety,brand,quantity,purchase_date,expiration_date,germination_rate,location,price,notes,created_at,is_global,days_to_maturity,germination_days,plant_spacing,row_spacing,planting_depth,germination_temp_min,germination_temp_max,soil_temp_min,heat_tolerance,cold_tolerance,bolt_resistance,ideal_seasons,flavor_profile,storage_rating,user_id,catalog_seed_id,last_synced_at
19,lettuce-looseleaf-1,Salad Bowl (Green),,0,,,,,,Type: Looseleaf | DTM: 45-50 days | Soil Temp: 40-75°F | Cut-and-come-again,2025-11-13 18:26:27.697796,1,45,,,,,,,,,,,,,,1,,
20,lettuce-looseleaf-1,Emerald Oakleaf,,0,,,,,,"Type: Looseleaf | DTM: 50-55 days | Soil Temp: 40-75°F | Oakleaf type, heat tolerant",2025-11-13 18:26:27.706108,1,45,,,,,,,,,,,,,,1,,
21,lettuce-looseleaf-1,Green Oakleaf,,0,,,,,,"Type: Looseleaf | DTM: 40-50 days | Soil Temp: 40-75°F | Oakleaf, good for continuous harvest",2025-11-13 18:26:27.706108,1,45,,,,,,,,,,,,,,1,,
22,lettuce-looseleaf-1,Red Oakleaf,,0,,,,,,Type: Looseleaf | DTM: 40-55 days | Soil Temp: 40-75°F | Deep red oakleaf,2025-11-13 18:26:27.706108,1,45,,,,,,,,,,,,,,1,,
23,lettuce-looseleaf-1,Lollo Rossa,,0,,,,,,Type: Looseleaf | DTM: 55-60 days | Soil Temp: 40-75°F | Highly frilled red Italian lettuce,2025-11-13 18:26:27.706108,1,45,,,,,,,,,,,,,,1,,
24,lettuce-looseleaf-1,Lollo Bionda,,0,,,,,,Type: Looseleaf | DTM: 50-60 days | Soil Temp: 40-75°F | Green frilled version,2025-11-13 18:26:27.706108,1,45,,,,,,,,,,,,,,1,,
25,lettuce-looseleaf-1,Prizehead,,0,,,,,,Type: Looseleaf | DTM: 45-55 days | Soil Temp: 40-75°F | Heirloom bronze leaf,2025-11-13 18:26:27.706108,1,45,,,,,,,,,,,,,,1,,
26,lettuce-looseleaf-1,Ruby Red,,0,,,,,,Type: Looseleaf | DTM: 40-50 days | Soil Temp: 40-75°F | Bright red leaves,2025-11-13 18:26:27.706108,1,40,,,,,,,,,,,,,,1,,
27,lettuce-looseleaf-1,Merlot,,0,,,,,,Type: Looseleaf | DTM: 55 days | Soil Temp: 40-75°F | Deep wine-red leaves,2025-11-13 18:26:27.706108,1,45,,,,,,,,,,,,,,1,,
28,lettuce-romaine-1,Freckles,,0,,,,,,Type: Romaine | DTM: 55-65 days | Soil Temp: 40-75°F | Green romaine with red speckles,2025-11-13 18:26:27.706108,1,75,,,,,,,,,,,,,,1,,
29,lettuce-romaine-1,Jericho,,0,,,,,,Type: Romaine | DTM: 60 days | Soil Temp: 40-75°F | Heat tolerant,2025-11-13 18:26:27.715982,1,75,,,,,,,,,,,,,,1,,
30,lettuce-romaine-1,Valmaine,,0,,,,,,Type: Romaine | DTM: 60-70 days | Soil Temp: 40-75°F | Bolt resistant,2025-11-13 18:26:27.715982,1,75,,,,,,,,,,,,,,1,,
31,lettuce-romaine-1,Flashy Trout Back,,0,,,,,,Type: Romaine | DTM: 55 days | Soil Temp: 40-75°F | Speckled heirloom,2025-11-13 18:26:27.715982,1,75,,,,,,,,,,,,,,1,,
32,lettuce-butterhead-1,Tom Thumb,,0,,,,,,Type: Butterhead | DTM: 48-55 days | Soil Temp: 40-75°F | Mini butterhead,2025-11-13 18:26:27.715982,1,65,,,,,,,,,,,,,,1,,
33,lettuce-butterhead-1,Boston Bibb,,0,,,,,,Type: Butterhead | DTM: 55-70 days | Soil Temp: 40-75°F | Classic butterhead,2025-11-13 18:26:27.715982,1,65,,,,,,,,,,,,,,1,,
34,lettuce-butterhead-1,Skyphos,,0,,,,,,Type: Butterhead | DTM: 48-55 days | Soil Temp: 40-75°F | Red butterhead,2025-11-13 18:26:27.715982,1,65,,,,,,,,,,,,,,1,,
35,lettuce-butterhead-1,Marvel of Four Seasons,,0,,,,,,Type: Butterhead | DTM: 55-65 days | Soil Temp: 40-75°F | Cold tolerant,2025-11-13 18:26:27.715982,1,65,,,,,,,,,,,,,,1,,
36,lettuce-crisphead-1,Crispino,,0,,,,,,Type: Crisphead | DTM: 60-70 days | Soil Temp: 40-75°F | Reliable heading type,2025-11-13 18:26:27.715982,1,85,,,,,,,,,,,,,,1,,
37,lettuce-1,Coastline,,0,,,,,,Type: Summer Crisp | DTM: 35-55 days | Soil Temp: 40-75°F | Batavian type,2025-11-13 18:26:27.715982,1,55,,,,,,,,,,,,,,1,,
38,lettuce-1,Sierra Batavia,,0,,,,,,Type: Summer Crisp | DTM: 60-65 days | Soil Temp: 40-75°F | Slow to bolt,2025-11-13 18:26:27.715982,1,55,,,,,,,,,,,,,,1,,
39,lettuce-1,Nevada,,0,,,,,,Type: Summer Crisp | DTM: 48-55 days | Soil Temp: 40-75°F | Extreme heat tolerance,2025-11-13 18:26:27.715982,1,55,,,,,,,,,,,,,,1,,
40,lettuce-1,Cherokee,,0,,,,,,Type: Summer Crisp | DTM: 48-55 days | Soil Temp: 40-75°F | Red summer crisp,2025-11-13 18:26:27.715982,1,55,,,,,,,,,,,,,,1,,
41,lettuce-1,Muir,,0,,,,,,Type: Summer Crisp | DTM: 50-60 days | Soil Temp: 40-75°F | Very bolt resistant,2025-11-13 18:26:27.715982,1,55,,,,,,,,,,,,,,1,,
42,lettuce-romaine-1,Cimmaron,,0,,,,,,"Type: Romaine | DTM: 60-70 days | Soil Temp: 40-75°F | Red romaine, heat tolerant",2025-11-13 18:26:27.715982,1,75,,,,,,,,,,,,,,1,,
43,lettuce-looseleaf-1,Bergam's Green,,0,,,,,,Type: Looseleaf | DTM: 45-55 days | Soil Temp: 40-75°F | Bright green leaf,2025-11-13 18:26:27.715982,1,45,,,,,,,,,,,,,,1,,
44,lettuce-looseleaf-1,Oakleaf ‘Royal’,,0,,,,,,Type: Looseleaf | DTM: 50-55 days | Soil Temp: 40-75°F | Large oakleaf type,2025-11-13 18:26:27.715982,1,45,,,,,,,,,,,,,,1,,
45,lettuce-looseleaf-1,Blackhawk,,0,,,,,,Type: Looseleaf | DTM: 50 days | Soil Temp: 40-75°F | Dark red leaf,2025-11-13 18:26:27.715982,1,45,,,,,,,,,,,,,,1,,
46,lettuce-looseleaf-1,Heirloom Bronze Arrowhead,,0,,,,,,Type: Looseleaf | DTM: 50-60 days | Soil Temp: 40-75°F | Arrow-shaped bronze leaves,2025-11-13 18:26:27.715982,1,45,,,,,,,,,,,,,,1,,
47,lettuce-romaine-1,Green Towers,,0,,,,,,Type: Romaine | DTM: 70 days | Soil Temp: 40-75°F | Tall upright heads,2025-11-13 18:26:27.731656,1,75,,,,,,,,,,,,,,1,,
48,lettuce-romaine-1,Romana Bionda,,0,,,,,,Type: Romaine | DTM: 65-75 days | Soil Temp: 40-75°F | Italian heirloom romaine,2025-11-13 18:26:27.731656,1,75,,,,,,,,,,,,,,1,,
49,lettuce-romaine-1,Ridgeline,,0,,,,,,"Type: Romaine | DTM: 60 days | Soil Temp: 40-75°F | Bolt resistant, uniform",2025-11-13 18:26:27.731656,1,75,,,,,,,,,,,,,,1,,
50,lettuce-butterhead-1,Kagraner Sommer,,0,,,,,,Type: Butterhead | DTM: 50-60 days | Soil Temp: 40-75°F | German heat-tolerant butterhead,2025-11-13 18:26:27.731656,1,65,,,,,,,,,,,,,,1,,
51,lettuce-butterhead-1,Divina,,0,,,,,,"Type: Butterhead | DTM: 55 days | Soil Temp: 40-75°F | Compact, uniform heads",2025-11-13 18:26:27.731656,1,65,,,,,,,,,,,,,,1,,
52,lettuce-butterhead-1,Nancy,,0,,,,,,Type: Butterhead | DTM: 55-60 days | Soil Temp: 40-75°F | Thick crisp leaves,2025-11-13 18:26:27.731656,1,65,,,,,,,,,,,,,,1,,
53,lettuce-crisphead-1,Imperial 843,,0,,,,,,Type: Crisphead | DTM: 75-85 days | Soil Temp: 40-75°F | Heat resistant shipping lettuce,2025-11-13 18:26:27.731656,1,85,,,,,,,,,,,,,,1,,
54,lettuce-crisphead-1,Minetto,,0,,,,,,Type: Crisphead | DTM: 60-70 days | Soil Temp: 40-75°F | Italian crisphead variety,2025-11-13 18:26:27.731656,1,85,,,,,,,,,,,,,,1,,
55,lettuce-crisphead-1,Reine des Glaces,,0,,,,,,Type: Crisphead | DTM: 55-65 days | Soil Temp: 40-75°F | Heirloom 'Ice Queen' frilly crisphead,2025-11-13 18:26:27.731656,1,85,,,,,,,,,,,,,,1,,
56,lettuce-1,Teide,,0,,,,,,Type: Summer Crisp | DTM: 55 days | Soil Temp: 40-75°F | Green Batavia type,2025-11-13 18:26:27.731656,1,55,,,,,,,,,,,,,,1,,
57,lettuce-1,Cardinale,,0,,,,,,Type: Summer Crisp | DTM: 55-60 days | Soil Temp: 40-75°F | Red Batavia,2025-11-13 18:26:27.731656,1,55,,,,,,,,,,,,,,1,,
58,lettuce-1,Mottistone,,0,,,,,,Type: Summer Crisp | DTM: 55 days | Soil Temp: 40-75°F | Speckled Batavia,2025-11-13 18:26:27.731656,1,55,,,,,,,,,,,,,,1,,
59,lettuce-romaine-1,Little Gem,,0,,,,,,Type: Romaine mini | DTM: 50 days | Soil Temp: 40-75°F | Small sweet romaine,2025-11-13 23:07:04.021593,1,75,,,,,,,,,,,,,,1,,
60,lettuce-summercrisp-1,Nevada,,0,,,,,,Type: Summer Crisp | DTM: 48-55 days | Soil Temp: 40-75°F | Extremely heat tolerant,2025-11-13 23:07:09.318673,1,60,,,,,,,,,,,,,,1,,
61,lettuce-summercrisp-1,Cherokee,,0,,,,,,Type: Summer Crisp | DTM: 48-55 days | Soil Temp: 40-75°F | Red summer crisp,2025-11-13 23:07:09.318673,1,60,,,,,,,,,,,,,,1,,
62,lettuce-summercrisp-1,Muir,,0,,,,,,Type: Summer Crisp | DTM: 50-60 days | Soil Temp: 40-75°F | Very bolt resistant,2025-11-13 23:07:09.318673,1,60,,,,,,,,,,,,,,1,,
63,lettuce-summercrisp-1,Teide,,0,,,,,,Type: Summer Crisp | DTM: 55 days | Soil Temp: 40-75°F | Green Batavia type,2025-11-13 23:07:16.889136,1,60,,,,,,,,,,,,,,1,,
64,lettuce-summercrisp-1,Cardinale,,0,,,,,,Type: Summer Crisp | DTM: 55-60 days | Soil Temp: 40-75°F | Red Batavia,2025-11-13 23:07:16.889136,1,60,,,,,,,,,,,,,,1,,
65,lettuce-summercrisp-1,Mottistone,,0,,,,,,Type: Summer Crisp | DTM: 55 days | Soil Temp: 40-75°F | Speckled Batavia,2025-11-13 23:07:16.889136,1,60,,,,,,,,,,,,,,1,,
266,carrot-1,Nelson,,0,,,,,,"Type: Nantes | DTM: 55-60 days | Soil Temp: 45-85°F | Smooth, sweet, uniform roots",2025-11-14 01:52:44.962115,1,,,,,,,,,,,,,,,1,,
267,carrot-1,Napoli,,0,,,,,,"Type: Nantes | DTM: 55-60 days | Soil Temp: 45-85°F | Early, great for fall/winter storage",2025-11-14 01:52:44.966320,1,,,,,,,,,,,,,,,1,,
268,carrot-1,Bolero,,0,,,,,,Type: Nantes | DTM: 70-75 days | Soil Temp: 45-85°F | High disease resistance,2025-11-14 01:52:44.966320,1,,,,,,,,,,,,,,,1,,
269,carrot-1,Yaya,,0,,,,,,"Type: Nantes | DTM: 60-65 days | Soil Temp: 45-85°F | Excellent flavor, cylindrical roots",2025-11-14 01:52:44.966320,1,,,,,,,,,,,,,,,1,,
270,carrot-1,Scarlet Nantes,,0,,,,,,Type: Nantes | DTM: 65-70 days | Soil Temp: 45-85°F | Classic heirloom,2025-11-14 01:52:44.966320,1,,,,,,,,,,,,,,,1,,
271,carrot-1,SugarSnax 54,,0,,,,,,"Type: Imperator | DTM: 65-70 days | Soil Temp: 45-85°F | Very sweet, long slender roots",2025-11-14 01:52:44.970686,1,,,,,,,,,,,,,,,1,,
272,carrot-1,Tendersweet,,0,,,,,,Type: Imperator | DTM: 75-80 days | Soil Temp: 45-85°F | Tender coreless type,2025-11-14 01:52:44.970686,1,,,,,,,,,,,,,,,1,,
273,carrot-1,Western Red,,0,,,,,,"Type: Imperator | DTM: 75 days | Soil Temp: 45-85°F | Long, deep orange",2025-11-14 01:52:44.974816,1,,,,,,,,,,,,,,,1,,
274,carrot-1,Danvers 126,,0,,,,,,Type: Danvers | DTM: 70-75 days | Soil Temp: 45-85°F | Heirloom; tolerant of heavier soils,2025-11-14 01:52:44.974816,1,,,,,,,,,,,,,,,1,,
275,carrot-1,Danvers Half Long,,0,,,,,,Type: Danvers | DTM: 65-70 days | Soil Temp: 45-85°F | Shorter roots for clay soils,2025-11-14 01:52:44.974816,1,,,,,,,,,,,,,,,1,,
276,carrot-1,Red Cored Chantenay,,0,,,,,,"Type: Chantenay | DTM: 65-70 days | Soil Temp: 45-85°F | Thick, triangular roots; great for storage",2025-11-14 01:52:44.978992,1,,,,,,,,,,,,,,,1,,
277,carrot-1,Hercules,,0,,,,,,Type: Chantenay | DTM: 65 days | Soil Temp: 45-85°F | Handles poor soils well,2025-11-14 01:52:44.978992,1,,,,,,,,,,,,,,,1,,
278,carrot-1,Parisienne,,0,,,,,,"Type: Mini | DTM: 55-60 days | Soil Temp: 45-85°F | Round, golf‑ball size carrots",2025-11-14 01:52:44.978992,1,,,,,,,,,,,,,,,1,,
279,carrot-1,Thumbelina,,0,,,,,,Type: Mini | DTM: 55 days | Soil Temp: 45-85°F | Round mini carrot,2025-11-14 01:52:44.982998,1,,,,,,,,,,,,,,,1,,
280,carrot-1,Adelaide,,0,,,,,,Type: Baby Nantes | DTM: 50-55 days | Soil Temp: 45-85°F | Fast baby carrot variety,2025-11-14 01:52:44.982998,1,,,,,,,,,,,,,,,1,,
281,carrot-1,Cosmic Purple,,0,,,,,,"Type: Specialty | DTM: 70 days | Soil Temp: 45-85°F | Purple exterior, orange interior",2025-11-14 01:52:44.982998,1,,,,,,,,,,,,,,,1,,
282,carrot-1,Purple Haze,,0,,,,,,Type: Specialty | DTM: 70 days | Soil Temp: 45-85°F | Long purple imperator type,2025-11-14 01:52:44.982998,1,,,,,,,,,,,,,,,1,,
283,carrot-1,Black Nebula,,0,,,,,,Type: Specialty | DTM: 75 days | Soil Temp: 45-85°F | Very dark purple/black flesh,2025-11-14 01:52:44.982998,1,,,,,,,,,,,,,,,1,,
284,carrot-1,Yellowstone,,0,,,,,,Type: Yellow | DTM: 70 days | Soil Temp: 45-85°F | Bright yellow long carrots,2025-11-14 01:52:44.987446,1,,,,,,,,,,,,,,,1,,
285,carrot-1,Lunar White,,0,,,,,,Type: White | DTM: 65-75 days | Soil Temp: 45-85°F | Cream‑white heirloom,2025-11-14 01:52:44.987446,1,,,,,,,,,,,,,,,1,,
286,carrot-1,Atomic Red,,0,,,,,,Type: Red | DTM: 70-75 days | Soil Temp: 45-85°F | High lycopene red carrot,2025-11-14 01:52:44.987446,1,,,,,,,,,,,,,,,1,,
287,carrot-1,Nash's Nantes,,0,,,,,,Type: Nantes | DTM: 65-75 days | Soil Temp: 45-85°F | Open-pollinated Nantes bred by Nash Huber,2025-11-14 14:45:55.961927,1,,,,,,,,,,,,,,,1,,
288,carrot-1,Nantes Coreless,,0,,,,,,"Type: Nantes | DTM: 65-70 days | Soil Temp: 45-85°F | Coreless, cylindrical roots",2025-11-14 14:45:55.970414,1,,,,,,,,,,,,,,,1,,
289,carrot-1,Touchon,,0,,,,,,"Type: Nantes | DTM: 65-70 days | Soil Temp: 45-85°F | French heirloom; very sweet, crisp roots",2025-11-14 14:45:55.970414,1,,,,,,,,,,,,,,,1,,
290,carrot-1,Atlas,,0,,,,,,"Type: Parisian/Nantes | DTM: 55-60 days | Soil Temp: 45-85°F | Round/short carrots, good for shallow soils",2025-11-14 14:45:55.970414,1,,,,,,,,,,,,,,,1,,
291,carrot-1,Dolciva,,0,,,,,,Type: Nantes | DTM: 90-105 days | Soil Temp: 45-85°F | Open-pollinated storage Nantes with excellent flavor,2025-11-14 14:45:55.970414,1,,,,,,,,,,,,,,,1,,
292,carrot-1,Bangor F1,,0,,,,,,Type: Nantes/Berlicum | DTM: 75-90 days | Soil Temp: 45-85°F | Heavy-yielding jumbo carrot; great for juicing,2025-11-14 14:45:55.974467,1,,,,,,,,,,,,,,,1,,
293,carrot-1,Bengala F1,,0,,,,,,Type: Nantes | DTM: 110-140 days | Soil Temp: 45-85°F | Late main-season Nantes with strong tops,2025-11-14 14:45:55.974467,1,,,,,,,,,,,,,,,1,,
294,carrot-1,Bollin,,0,,,,,,Type: Nantes | DTM: 100-110 days | Soil Temp: 45-85°F | Main-season orange Nantes; good storage,2025-11-14 14:45:55.974467,1,,,,,,,,,,,,,,,1,,
295,carrot-1,Narvik,,0,,,,,,Type: Nantes | DTM: 65-75 days | Soil Temp: 45-85°F | Organic Nantes hybrid with extended harvest window,2025-11-14 14:45:55.978776,1,,,,,,,,,,,,,,,1,,
296,carrot-1,Amber F1,,0,,,,,,Type: Nantes/Yellow | DTM: 65-75 days | Soil Temp: 45-85°F | Yellow Nantes-type carrot,2025-11-14 14:45:55.978776,1,,,,,,,,,,,,,,,1,,
297,carrot-1,Mokum,,0,,,,,,"Type: Nantes | DTM: 54-60 days | Soil Temp: 45-85°F | Very early, pencil-thin carrots with excellent flavor",2025-11-14 14:45:55.978776,1,,,,,,,,,,,,,,,1,,
298,carrot-1,Romance F1,,0,,,,,,Type: Nantes | DTM: 65-75 days | Soil Temp: 45-85°F | Heat-tolerant Nantes for summer harvest,2025-11-14 14:45:55.978776,1,,,,,,,,,,,,,,,1,,
299,carrot-1,Miami F1,,0,,,,,,"Type: Nantes | DTM: 75-95 days | Soil Temp: 45-85°F | Uniform cylindrical roots, very sweet",2025-11-14 14:45:55.978776,1,,,,,,,,,,,,,,,1,,
300,carrot-1,Caravel,,0,,,,,,Type: Nantes | DTM: 70-80 days | Soil Temp: 45-85°F | Main-season Nantes with strong tops,2025-11-14 14:45:55.978776,1,,,,,,,,,,,,,,,1,,
301,carrot-1,Nantes Prima,,0,,,,,,Type: Nantes | DTM: 65-75 days | Soil Temp: 45-85°F | Nantes type used in variety trials,2025-11-14 14:45:55.983296,1,,,,,,,,,,,,,,,1,,
302,carrot-1,Royal Chantenay,,0,,,,,,"Type: Chantenay | DTM: 70 days | Soil Temp: 45-85°F | Thick, triangular roots for heavy soils",2025-11-14 14:45:55.983296,1,,,,,,,,,,,,,,,1,,
303,carrot-1,Imperator 58,,0,,,,,,Type: Imperator | DTM: 70 days | Soil Temp: 45-85°F | Classic long Imperator for fresh market,2025-11-14 14:45:55.987361,1,,,,,,,,,,,,,,,1,,
304,carrot-1,Sugarsnax 54,,0,,,,,,"Type: Imperator | DTM: 68 days | Soil Temp: 45-85°F | Very sweet slender roots, high beta-carotene",2025-11-14 14:45:55.987361,1,,,,,,,,,,,,,,,1,,
305,carrot-1,Topweight,,0,,,,,,"Type: Imperator | DTM: 70-80 days | Soil Temp: 45-85°F | Long, fleshy roots; vigorous tops",2025-11-14 14:45:55.987361,1,,,,,,,,,,,,,,,1,,
306,carrot-1,Early Horn,,0,,,,,,"Type: Early/Short | DTM: 60-65 days | Soil Temp: 45-85°F | Short early carrot, good in shallow soils",2025-11-14 14:45:55.987361,1,,,,,,,,,,,,,,,1,,
307,carrot-1,Oxheart,,0,,,,,,"Type: Chantenay/Oxheart | DTM: 80 days | Soil Temp: 45-85°F | Very thick, heart-shaped roots for heavy soil",2025-11-14 14:45:55.991784,1,,,,,,,,,,,,,,,1,,
308,carrot-1,Caracas,,0,,,,,,"Type: Chantenay | DTM: 70-80 days | Soil Temp: 45-85°F | Short, blunt Chantenay type",2025-11-14 14:45:55.991784,1,,,,,,,,,,,,,,,1,,
309,carrot-1,Little Finger,,0,,,,,,Type: Mini | DTM: 60-65 days | Soil Temp: 45-85°F | Slender 3–4 inch baby carrots,2025-11-14 14:45:55.991784,1,,,,,,,,,,,,,,,1,,
310,carrot-1,Atlas F1,,0,,,,,,Type: Mini/Parisian | DTM: 55-60 days | Soil Temp: 45-85°F | Golf-ball–sized roots for shallow or rocky soil,2025-11-14 14:45:55.995859,1,,,,,,,,,,,,,,,1,,
311,carrot-1,Dragon,,0,,,,,,"Type: Specialty/Purple | DTM: 70-80 days | Soil Temp: 45-85°F | Purple skin, orange/yellow core; Chantenay type",2025-11-14 14:45:55.995859,1,,,,,,,,,,,,,,,1,,
312,carrot-1,Purple Dragon,,0,,,,,,"Type: Specialty/Purple | DTM: 70-80 days | Soil Temp: 45-85°F | Purple exterior, orange flesh, yellow core",2025-11-14 14:45:55.995859,1,,,,,,,,,,,,,,,1,,
313,carrot-1,Cosmic Red,,0,,,,,,Type: Red | DTM: 70-80 days | Soil Temp: 45-85°F | Red Imperator-type carrot,2025-11-14 14:45:56.000059,1,,,,,,,,,,,,,,,1,,
314,carrot-1,Yellowbunch,,0,,,,,,Type: Yellow | DTM: 65-75 days | Soil Temp: 45-85°F | Yellow carrot for fresh bunching,2025-11-14 14:45:56.000059,1,,,,,,,,,,,,,,,1,,
315,carrot-1,White Satin,,0,,,,,,"Type: White | DTM: 70 days | Soil Temp: 45-85°F | Smooth white carrot, pairs well with colored types",2025-11-14 14:45:56.000059,1,,,,,,,,,,,,,,,1,,
316,carrot-1,Dolciva KS,,0,,,,,,Type: Nantes/Storage | DTM: 120-130 days | Soil Temp: 45-85°F | European Nantes bred for storage and flavor,2025-11-14 14:45:56.000059,1,,,,,,,,,,,,,,,1,,
317,carrot-1,Bangor Unpelleted,,0,,,,,,Type: Nantes/Berlicum | DTM: 75-90 days | Soil Temp: 45-85°F | Organic Bangor strain for storage/juicing,2025-11-14 14:45:56.004118,1,,,,,,,,,,,,,,,1,,
318,carrot-1,Bengala Organic F1,,0,,,,,,Type: Nantes/Storage | DTM: 110-140 days | Soil Temp: 45-85°F | Organic Bengala storage carrot,2025-11-14 14:45:56.004118,1,,,,,,,,,,,,,,,1,,
319,carrot-1,Carrot 'Western Red' (Australia strain),,0,,,,,,"Type: Imperator | DTM: 75-85 days | Soil Temp: 45-85°F | Long, tapering Australian strain",2025-11-14 14:45:56.004118,1,,,,,,,,,,,,,,,1,,
320,carrot-1,Pusa Kesar,,0,,,,,,Type: Tropical/Red | DTM: 90-110 days | Soil Temp: 50-90°F | Indian red carrot for warm climates,2025-11-14 14:45:56.004118,1,,,,,,,,,,,,,,,1,,
321,carrot-1,Red Elephant,,0,,,,,,Type: Tropical/Red | DTM: 90-110 days | Soil Temp: 50-90°F | Large red carrot grown in Australia/India,2025-11-14 14:45:56.004118,1,,,,,,,,,,,,,,,1,,
322,carrot-1,Yellow Belgian,,0,,,,,,Type: Yellow | DTM: 80-90 days | Soil Temp: 45-85°F | Long yellow storage carrot,2025-11-14 14:45:56.008228,1,,,,,,,,,,,,,,,1,,
323,carrot-1,Naval,,0,,,,,,Type: Orange | DTM: 70-80 days | Soil Temp: 45-85°F | Orange carrot used in Canadian trials,2025-11-14 14:45:56.008228,1,,,,,,,,,,,,,,,1,,
324,carrot-1,Rumba,,0,,,,,,Type: Nantes | DTM: 70-80 days | Soil Temp: 45-85°F | Nantes type noted in Canadian trials,2025-11-14 14:45:56.008228,1,,,,,,,,,,,,,,,1,,
325,lettuce-looseleaf-1,Oakleaf,,0,,,,,,Type: Looseleaf | DTM: 40-55 days | Soil Temp: 40-75°F,2025-11-14 16:23:21.014961,1,47,,,,,,,,,,,,,,1,,
